slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
pnf-software,PNF Software,pnf-software.png,"It is a powerful interactive reverse-engineering platform used for the disassembly, decompilation, debugging, and analysis of complex code and document files","https://www.pnfsoftware.com/",,jebdec,pnfsoftware,,,,support@pnfsoftware.com,FALSE,
polkadot-js,Polkadot.JS,polkadot-js.png,"Comprehensive toolkit for Polkadot and Substrate-based blockchain developers and users, including a JavaScript API library, browser extension for account management, and a web UI for on-chain interactions.","https://polkadot.js.org/","https://polkadot.js.org/docs/",,polkadot-js,,,,,FALSE,
polkawallet,Polkawallet,polkawallet.png,"Mobile wallet for the Polkadot ecosystem supporting multi-chain asset management, staking for validators and nominators, and offline QR-code transaction signing.","https://polkawallet.io/",,polkawallet,polkawallet-io,,polkawalletEn,,hello@polkawallet.io,FALSE,
polygon,Polygon,polygon.png,"Ethereum-compatible Layer 2 blockchain optimized for global payments, offering high throughput, low transaction costs, and a developer platform with broad EVM ecosystem compatibility.","https://polygon.technology/","https://docs.polygon.technology/",0xPolygon,0xPolygon,0xPolygon,PolygonHQ,company/polygontechnologylimited,,FALSE,
polyhedra-network,Polyhedra Network,polyhedra-network.png,"Zero-knowledge infrastructure and privacy protocol using Gemini ZK proving system for hardware-friendly, efficient proof generation and cross-chain applications.","https://polyhedra.network/","https://docs.polyhedra.network/expchain/bridge/",PolyhedraZK,PolyhedraZK,,,,,FALSE,
polyzoa,Polyzoa,polyzoa.png,"Decentralized security and risk assessment platform providing AI-based scam detection, on-chain security logic, and fraud prevention tools for Web3 developers","https://www.polyzoa.xyz/",,,,,,,,FALSE,
portal,Portal,portal.png,Account abstraction and user onboarding platform providing smart wallet infrastructure and authentication services,"https://www.portalhq.io/","https://docs.portalhq.io/",portal_hq,portal-hq,,,,,FALSE,
portalsprotocol,Portals Protocol,portalsprotocol.png,Solana DeFi infrastructure providing composable smart contracts and MCP server integration for AI-assisted development.,"https://github.com/portalsprotocol/mcp-server","https://github.com/portalsprotocol/mcp-server",,portalsprotocol/mcp-server,,,,,FALSE,
powergate,Powergate,powergate.png,Textile Powergate SDK for building on Filecoin,"https://github.com/textileio/powergate","https://docs.textile.io/powergate/",,textileio/powergate,,,,,FALSE,
prb-test,PRB Test,prb-test.png,"Solidity testing library providing type-rich assertion helpers and logging utilities as a drop-in replacement for DSTest, compatible with Foundry and Hardhat.",,,,PaulRBerg/prb-test,,,,,FALSE,
privy,Privy,privy.png,"Wallet infrastructure platform offering key management, in-app wallets, and user onboarding through a programmable API, powering 75M+ accounts across 1,000+ teams.","https://www.privy.io/","https://docs.privy.io/welcome",privy_io,privy-io,,,,,FALSE,
protofire,Protofire,protofire.png,"Web3 development agency offering smart contract development, oracle integration, Safe Wallet deployments, node infrastructure, and developer tools for DeFi and L1/L2 ecosystems.","https://protofire.io","https://docs.somnia.network/developer/building-dapps/oracles/protofire-price-feeds",protofire,protofire,,alemood,company/protofire-io,contact@protofire.io,FALSE,
publicnode,PublicNode,publicnode.png,"Free community-funded public RPC node service providing rate-unlimited blockchain API access across Ethereum, BNB Chain, Polygon, Solana, and 20+ additional networks with no registration required.","https://publicnode.com/",,,,,,,,FALSE,
pyth-network,Pyth Network,pyth-network.png,"Oracle network delivering real-time price feeds sourced from 128+ institutional publishers across 2,900+ assets for use in DeFi and other onchain applications.","https://www.pyth.network/","https://docs.pyth.network/",PythNetwork,pyth-network,,Pyth_Network,,,FALSE,
quantstamp,Quantstamp,quantstamp.png,"Blockchain security company providing smart contract audits, DeFi security assessments, and Layer 1/2 protocol reviews.","https://quantstamp.com/",,Quantstamp,quantstamp,,,company/quantstamp,,FALSE,
quex,Quex,quex.png,"TEE-powered data oracle that enables smart contracts to securely access and verify any Web2 data on-chain using Intel TDX hardware-level cryptography, eliminating the need to trust oracle operators.",,,,,,,,,FALSE,
quicknode,QuickNode,quicknode.png,"Multi-chain blockchain API platform offering high-performance RPC endpoints, webhooks, data streams, IPFS pinning, and marketplace add-ons across major blockchains.","https://www.quicknode.com/","https://www.quicknode.com/docs/welcome",quicknode,quiknode-labs,quicknode,,company/quicknode,hi@quicknode.com,FALSE,
rabby,Rabby,rabby.png,"Browser extension and mobile wallet for Ethereum and EVM-compatible networks, offering pre-transaction security scanning and risk alerts for safe DeFi interactions.","https://rabby.io/","https://rabby.io/docs",,RabbyHub,,,,,FALSE,
radiumblock,RadiumBlock,radiumblock.png,RPC infrastructure and node service provider offering high-performance blockchain endpoint access and data retrieval,"https://radiumblock.com/",,radiumblock,,,,,,FALSE,
raid-guild,Raid Guild,raid-guild.png,"Decentralized collective of Web3 builders providing full-stack development services including smart contract engineering, dApp development, DAO tooling, governance design, and public goods projects.",,,,raid-guild/quiver,,,,,FALSE,
rainbow,Rainbow,rainbow.png,"Non-custodial multi-chain crypto wallet for mobile and browser extension, supporting assets, NFTs, and DeFi on Ethereum, Polygon, Optimism, Arbitrum, Base, and more.","https://rainbow.me/","https://rainbowkit.com/docs/introduction",rainbowdotme,rainbow-me,rainbowdotme,,,support@rainbow.me,FALSE,
rainbowkit,RainbowKit,rainbowkit.png,Open-source React toolkit providing customizable wallet connection components and built-in themes for seamless Ethereum dApp wallet integrations.,"https://rainbowkit.com/","https://rainbowkit.com/docs/introduction",rainbowdotme,rainbow-me,,,,,FALSE,
ramo,Ramo,ramo.png,"Decentralized infrastructure network built by web3mine, coordinating hardware and capital to provide cloud services including S3-compatible object storage.","https://www.ramo.io/","https://docs.ramo.io/",ramo_io,filmineio,,,,,FALSE,
ramp-network,Ramp Network,ramp-network.png,"Fiat-to-crypto and crypto-to-fiat payment infrastructure providing on-ramp and off-ramp services with single KYC verification, Apple Pay, Google Pay, PIX, and bank transfer support.","https://rampnetwork.com/","https://docs.rampnetwork.com/",RampNetwork,rampnetwork,,,company/rampnetwork,,FALSE,
rampnow,Rampnow,rampnow.png,"Crypto on-ramp and off-ramp provider offering fiat-to-crypto and crypto-to-fiat flows through APIs, hosted flows, local payment methods, and multi-chain settlement infrastructure.","https://rampnow.io/","https://docs.rampnow.io/",OfficialRampnow,,,rampnow_global,company/ramp_now,partnership@rampnow.io,FALSE,
rango,Rango,rango.png,"Universal cross-chain DEX and bridge aggregator providing smart routing across 73+ chains and 120+ DEXs and bridges, with widget, API, and message-passing capabilities for DApp integration.","https://rango.exchange/","https://docs.rango.exchange/",RangoExchange,rango-exchange,,rangoexchange,,,FALSE,
rarible,Rarible,rarible.png,"Open-source multi-chain NFT API, SDK, and smart contract platform serving as a multichain indexer for NFT items, collections, and activities across EVM and non-EVM chains, powering thousands of NFT marketplaces.","https://rarible.com/","https://docs.rarible.org/docs/introduction",Rarible,,rarible,,company/rarible,support@rarible.com,FALSE,
ravasend,Ravasend,ravasend.png,"Crypto-to-naira off-ramp allowing users to receive stablecoins and crypto, convert at transparent rates, and settle funds to a Nigerian bank account.","https://www.ravasend.com/",,ravasend,,,,company/ravasend,,FALSE,
reclaim-protocol,Reclaim Protocol,reclaim-protocol.png,"Cryptographic identity verification protocol generating proof of user identity, education, employment status, and other verifiable claims without exposing underlying credentials","https://www.reclaimprotocol.org/","https://docs.reclaimprotocol.org/",reclaimprotocol,reclaimprotocol,,protocolreclaim,,,FALSE,
recon,Recon,recon.png,"Smart contract security team specializing in invariant testing, security audits, property-based testing, and cloud fuzzing for Solidity and EVM projects.","https://getrecon.xyz/","https://book.getrecon.xyz/",getreconxyz,Recon-Fuzz,6JnUcp33Yn,,company/recon-fuzz,,FALSE,
redstone,RedStone,redstone.png,"Data oracle ecosystem delivering frequently updated, diverse data feeds to dApps and smart contracts using a gas-efficient model that attaches data to transactions rather than storing it in EVM storage.","https://www.redstone.finance/","https://docs.redstone.finance/docs/introduction",redstone_defi,redstone-finance,,redstonefinance,,,FALSE,
reflector,Reflector,reflector.png,"Decentralized price oracle for the Stellar Network, providing on-chain asset price feeds to Stellar smart contracts.","https://reflector.network/","https://reflector.network/docs",,,,,,,FALSE,
relay,Relay,relay.png,"Fast, low-cost cross-chain bridging and transaction execution protocol enabling instant asset transfers and contract interactions across chains.","https://relay.link/","https://docs.relay.link/what-is-relay",RelayProtocol,,,,,,FALSE,
remix,Remix,remix.png,"Open-source online IDE for writing, compiling and debugging Ethereum smart contracts.","https://remix.ethereum.org/","https://remix-ide.readthedocs.io/en/latest/",EthereumRemix,remix-project-org,,,,,FALSE,
reown,Reown,reown.png,"Connectivity and wallet infrastructure for onchain applications, formerly WalletConnect, offering AppKit (SDK for wallet connections, email/social login, and multi-chain support) and WalletKit (SDK for adding WalletConnect protocol to wallets), powering 70,000+ apps and 700+ wallets.","https://reown.com/","https://docs.reown.com/",reown_,reown-com,,,company/re-own,,FALSE,
reth,Reth,reth.png,"Secure, performant, and modular Ethereum execution client and blockchain SDK written in Rust, supporting layer 2 deployments and MEV applications.","https://reth.rs/","https://reth.rs/docs/",,paradigmxyz/reth,,paradigm_reth,,,FALSE,
revoke-cash,Revoke.cash,revoke-cash.png,"Web3 wallet security platform for inspecting and revoking token approvals, checking exploit exposure, and protecting users through browser and automated revocation tools across 100+ networks.","https://revoke.cash/","https://revoke.cash/learn",RevokeCash,RevokeCash,revoke-cash,RevokeHQ,,,FALSE,
revolut,Revolut,revolut.png,"It is an on‑ramp service that lets users buy cryptocurrencies with fiat and send them directly into a self‑custody wallet","https://www.revolut.com/ramp/",,,,,,,,FALSE,
rhinofi,RhinoFi,rhinofi.png,Crosschain stablecoin liquidity infrastructure providing universal deposit addresses that settle across 30+ blockchains in seconds via a single API.,"https://rhino.fi/","https://docs.rhino.fi/get-started/introduction",rhinofi,rhinofi,,,company/rhinofi,,FALSE,
rivet-clev,Rivet,rivet-clev.png,"Cloud-based Ethereum node infrastructure provider offering RPC and WebSocket endpoints with Web3 login, cryptocurrency payments, and high availability for dApp backends","https://www.rivet.dev/",,rivet_dev,rivet-dev,aXYfyNxYVn,,company/72072261,,FALSE,
robot-framework-solidity-testing-toolkit,Robot Framework Solidity Testing Toolkit,robot-framework-solidity-testing-toolkit.png,"Keyword-driven toolkit using Robot Framework and Hardhat for testing Solidity smart contracts locally via EVM forks, with multichain deployment and blockchain event monitoring.",,,,jg8481/Robot-Framework-Solidity-Testing-Toolkit,,,,,FALSE,
rocketx,RocketX,rocketx.png,"Cross-chain swap and bridge aggregator across 200+ chains, routing wallet-based transfers by price, speed, and security characteristics.","https://www.rocketx.exchange/",,,,,,,,FALSE,
rockx,RockX,rockx.png,"Institutional blockchain infrastructure provider offering staking services, archive, RPC, and validator nodes with multi-chain debug and trace support.","https://www.rockx.com/",,rockx_official,,,,,,FALSE,
rodi-software,Rodi Software,rodi-software.png,"Stellar and XRP network development services offering custom token creation, wallet integration, web app development, and blockchain consulting","https://rodisoftware.com/",,,,,,,,FALSE,
rollup-codes,Rollup.codes,rollup-codes.png,"Interactive developer resource and comparison platform for Layer 2 Ethereum rollups, providing detailed specifications of OPCODEs, precompiles, system contracts, and JSON-RPC APIs","https://www.rollup.codes/",,,,,,,,FALSE,
ronin,Ronin,ronin.png,"Self-custodial wallet built for the Ronin EVM blockchain by Sky Mavis, enabling storage and management of RON, AXS, SLP and NFTs for Web3 gaming including Axie Infinity.","https://roninchain.com/","https://docs.roninchain.com/",Ronin_Network,axieinfinity,,,,,FALSE,
